"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"314";"NITROGEN REMOVAL FROM REFORMER FEEDSTOCK COMPRISING RECYCLED CONTENT";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260028537A1";"2022-08-03";"C10G59/02";"C10G1/002 (EP) 
C10G1/10 (EP) 
C10G25/00 (EP) 
C10G35/00 (EP) 
C10G35/04 (EP) 
C10G45/00 (EP) 
C10G59/02 (US) 
C10G2300/1003 (US) 
C10G2300/202 (EP,US) 
C10G2400/30 (EP,US)";"2026-01-29";"2024-02-08";"087571179";
"315";"Intelligent receiving and sending method and system for nuclear power station consumables";"LIN XIANREN 
GAO JINGDONG 
GENG LIXIN 
LIU ZIPING 
ZHAN PENGJU 
YIN XIAOBO 
LI XINXIAN 
CHEN JIAN 
ZOU XIAOWEI 
ZHU JIANRUI 
CHEN SIYUAN 
JIANG WEI";"YANGJIANG NUCLEAR POWER CO LTD 
SUZHOU NUCLEAR POWER RES INST 
CHINA GENERAL NUCLEAR POWER 
CGN POWER CO LTD";"CN115860647A";"2022-11-28";"G06K1/12 
G06K17/00 
G06Q10/0875 
G06Q10/10 
G06Q10/30";"";"2023-03-28";"2023-03-28";"085667151";
"316";"Scrapped vehicle information rapid input system based on high-speed photographic apparatus image recognition technology";"SONG YANG 
LIU BAIXUN 
LI LIANG 
LU XIUQI";"ZIHUAN LIANJIN RENEWABLE RESOURCES CO LTD";"CN121526527A";"2025-11-21";"G06F16/90 
G06F16/906 
G06F21/60 
G06F21/64 
G06Q10/10 
G06Q10/30 
G06V10/54 
G06V20/62 
G06V30/14 
G06V30/148 
G06V30/19";"G06F16/90 (CN) 
G06F16/906 (CN) 
G06F21/602 (CN) 
G06F21/64 (CN) 
G06Q10/103 (CN) 
G06Q10/30 (CN) 
G06V10/54 (CN) 
G06V20/62 (CN) 
G06V20/625 (CN) 
G06V30/14 (CN) 
G06V30/153 (CN) 
G06V30/19007 (CN)";"2026-02-13";"2026-02-13";"098710840";
"317";"METHOD FOR AUTOMATICALLY IDENTIFYING A MATERIAL OR AN OBJECT";"LAMBERT CLAUDE [FR] 
HACHIN JEAN-MICHEL [FR]";"LAMBERT CLAUDE [FR] 
HACHIN JEAN-MICHEL [FR]";"US2011232398A1 
US8960028B2";"2008-07-30";"G01N33/00 
B07C5/342";"B07C5/342 (EP,US)";"2011-09-29 
2015-02-24";"2010-02-04";"041136707";
"318";"Wood plastic tray with electronic tag embedded";"LI TAO 
ZHANG ZHIYONG 
QIN YING 
PENG ZHIGUANG 
TIAN HUATING";"YUNNAN KUNCHUAN DIGITAL TECHNOLOGY CO LTD";"CN103662282A";"2013-12-31";"B65D19/26 
B65D19/38 
B65D19/40";"B65D2203/10 (EP)";"2014-03-26";"2014-03-26";"050301270";
"319";"Automatic essence liquid sample reserving and storing system and method based on pneumatic conveying";"BAO MINGJIA 
CHEN MING 
CHEN LIWU 
KO BYUNG-OK 
HONG YUEBO 
LI JIAHAO 
NIU WANG 
LIN XUHUI 
HOU MING";"SHANGHAI PUFFMAN AUTOMATION & INSTR CO LTD";"CN121516313A";"2025-12-17";"B65B3/00 
B65D81/18 
B65D81/30 
B65G1/00 
B65G1/137 
B65G51/04 
G01N1/10";"B65B3/00 (CN) 
B65D81/18 (CN) 
B65D81/30 (CN) 
B65G1/00 (CN) 
B65G1/1371 (CN) 
B65G51/04 (CN) 
G01N1/10 (CN)";"2026-02-13";"2026-02-13";"098711605";
"320";"基于机器视觉的物料回收分析方法及系统";"";"";"CN122066416A";"2025-12-24";"G06F18/213 
G06F18/24 
G06Q10/30";"";"2026-05-19";"2026-05-19";"099776479";
"321";"SORTING OF RECYCLED PLASTIC FILM MATERIALS";"KLAEYLÉ JÉRÔME [FR] 
GARNIER THIERRY [FR]";"TRIOWORLD OMBREE DANJOU SAS [FR]";"US2024165855A1";"2021-03-18";"B29B17/00 
B29B17/02 
B29B17/04 
B65B11/02 
B65B61/02 
B65B63/02 
B29L7/00";"B29B17/0026 (EP) 
B29B17/0036 (US) 
B29B17/02 (EP,US) 
B29B17/0412 (US) 
B65B11/025 (US) 
B65B61/025 (US) 
B65B63/02 (US) 
B29B17/0412 (EP) 
B29B2017/0015 (US) 
B29B2017/0203 (EP) 
B29B2017/0241 (EP,US) 
B29B2017/0272 (EP) 
B29B2017/0279 (US) 
B29B2017/044 (EP) 
B29B2017/0476 (US) 
B29B2017/0484 (US) 
B29K2023/06 (EP,US) 
B29L2007/00 (EP) 
B29L2007/008 (US) 
Y02W30/62 (EP)";"2024-05-23";"2022-09-21";"075108161";
"322";"Environment-friendly PVC-U plastic pipe fitting and manufacturing method thereof";"SHEN HUAPING 
TAO SHUANGZHAN 
LUO JUN";"CHANGZHOU XINLONG PIPE IND CO LTD";"CN120307709A";"2025-05-08";"B29D23/00 
B32B1/08 
B32B27/08 
B32B27/30 
C08K13/06 
C08K3/04 
C08K3/26 
C08K3/36 
C08K7/10 
C08K9/06 
C08L1/04 
C08L27/06 
C08L51/00 
C08L97/02";"B29D23/001 (CN) 
B32B1/08 (CN) 
B32B27/08 (CN) 
B32B27/304 (CN) 
C08L27/06 (CN) 
B32B2307/212 (CN) 
B32B2307/754 (CN) 
B32B2597/00 (CN) 
C08K2003/265 (CN) 
C08K2201/011 (CN) 
C08L2205/16 (CN) 
C08L27/06, C08L51/003, C08L97/02, C08L1/04, C08K3/36, C08K7/10, C08K3/042, C08K3/26, C08K9/06, C08K13/06, INV (CN)      ";"2025-07-15";"2025-07-15";"096328575";
"323";"PROCÉDÉ ET ÉQUIPEMENT POUR LA COLLECTE ET LA SÉPARATION CONTRÔLÉES DES DÉCHETS MUNICIPAUX";"CERAR JANKO [SI] 
NOVAK PETER [SI] 
SKARJA METOD [SI] 
STURM MILAN [SI]";"CERAR JANKO [SI] 
NOVAK PETER [SI] 
SKARJA METOD [SI] 
STURM MILAN [SI]";"WO2013089649A1";"2011-12-15";"B65F1/14";"B65F1/1484 (EP) 
B65F2210/108 (EP) 
B65F2210/12 (EP) 
B65F2210/128 (EP) 
B65F2210/144 (EP) 
B65F2210/162 (EP) 
B65F2210/184 (EP)";"2013-06-20";"2013-06-20";"046229906";
"324";"PROCÉDÉ ET APPAREIL DE PRÉEMBALLAGE POUR PRODUITS EN VRAC, ET SAC À EMBOUCHURE PLATE";"ZHANG XIAOYA [CN] 
ZHANG HUAIYU [CN]";"ZHANG XIAOYA [CN] 
ZHANG HUAIYU [CN]";"WO2025201216A1";"2024-03-26";"B65B1/32 
B65B51/10 
B65B61/26 
B65D75/58";"B65B1/32 (EP,CN) 
B65B51/10 (EP) 
B65B51/26 (EP,CN) 
B65B61/26 (EP,CN) 
B65B65/00 (EP) 
B65B65/003 (CN) 
B65D33/00 (EP,CN) 
B65D75/58 (EP)";"2025-10-02";"2025-09-26";"097110090";
"325";"METHOD FOR RECYCLING MATERIALS COMING FROM USED OBJECTS";"HACHIN JEAN-MICHEL [FR] 
LAMBERT CLAUDE [FR]";"LAMBERT CLAUDE [FR] 
HACHIN JEAN-MICHEL [FR]";"US2009200212A1 
US8205813B2";"2006-05-22";"B03B9/06 
B02C23/10";"B03B9/061 (EP,US) 
B07C5/34 (EP,US) 
B09B3/35 (EP,US)";"2009-08-13 
2012-06-26";"2007-11-23";"037652446";
"326";"Recycled article chaining method and recycled article chaining system by means of block chain";"LIU XUESONG";"BEIJING BOTT LOOP REGENERATION CULTURE COMMUNICATION CO LTD";"CN112232838A 
CN112232838B";"2020-10-20";"G06F16/27 
G06F21/64 
G06Q30/00 
H04L29/08 
H04L9/32";"G06F16/27 (CN) 
G06F21/64 (CN) 
G06Q30/018 (CN) 
H04L67/1097 (CN) 
H04L9/3247 (CN)";"2021-01-15 
2021-06-25";"2021-01-15";"074117910";
"327";"Domestic garbage datamation classification recycling system";"SHEN DA 
SHEN LINYUAN 
SHEN JIANWEI";"SHEN JIANWEI";"CN215556065U";"2021-03-18";"B65F1/00 
B65F1/14";"Y02W30/10 (EP)";"2022-01-18";"2022-01-18";"079854321";
"328";"PLASTIC ARTICLE WITH INTEGRATED BARCODE SCANNABLE TO DISPLAY MATERIAL TRACING INFORMATION";"EBRAHIM SALMAN [CA] 
CHIN EDMUND SHEE TONG [CA] 
SUKHIJA JASKARAN SINGH [CA] 
WANG SHENGLI [CA]";"LUCID CORP [CA]";"US12373662B2 
US2025131228A1";"2022-11-02";"B65B61/02 
G06K19/06";"B23K26/359 (KR) 
B23K26/364 (KR) 
B29C45/0053 (KR) 
B29C48/0021 (KR) 
B29C48/0023 (KR) 
B29C48/07 (KR) 
B29C49/42412 (KR) 
B29C51/266 (KR) 
B29C59/16 (EP,KR) 
B65B61/025 (US) 
G06K19/06037 (KR,US) 
G06K19/06121 (KR,US) 
B29C2791/009 (EP,KR) 
B29K2023/10 (KR) 
B29K2025/06 (KR) 
B29K2067/003 (KR) 
B29L2031/712 (KR) 
Y02W30/62 (KR)";"2025-04-24 
2025-07-29";"2024-05-10";"090929099";
"329";"Plastic container (Machine-translation by Google Translate, not legally binding)";"SANZ RIVERA JUAN MANUEL [ES] 
GONZALEZ TERESA YOLANDA [ES]";"TR LENTZ S A [ES]";"ES1074393U 
ES1074393Y";"2011-02-11";"B65D81/24";"Y02W30/80 (EP)";"2011-04-26 
2011-07-22";"2011-04-26";"043836943";
"330";"Ecological planting mode for land crops";"CUI YONGJUN 
CUI XIANGYU";"HARBIN FUWANMIN AGRICULTURAL TECH CO LTD";"CN108605682A";"2017-06-07";"A01C1/04 
A01C21/00 
A01G13/02 
A01G17/00 
A01G22/00 
A01G25/02 
A01M29/10 
A01M29/22 
E01C1/00 
E02B11/00 
E02B13/00 
G01D21/02";"A01C1/044 (CN) 
A01C21/00 (CN) 
A01G13/33 (CN) 
A01G17/005 (CN) 
A01G25/02 (CN) 
A01M29/10 (CN) 
A01M29/22 (CN) 
E01C1/00 (CN) 
E02B11/00 (CN) 
E02B13/00 (CN) 
G01D21/02 (CN)";"2018-10-02";"2018-10-02";"063658758";
"331";"Method And Apparatus For Recycling Electronic Devices";"BOWLES MARK VINCENT [US] 
PLOETNER JEFF [US] 
BEANE JOHN ANDREW [US]";"ECOATM INC [US]";"US2013046699A1";"2008-10-02";"G06Q30/00";"G06Q10/00 (EP,US) 
G06Q30/00 (EP,US) 
G06Q30/0237 (EP,US) 
G06Q30/0278 (EP,US) 
G06Q50/00 (EP,US) 
G07F7/06 (EP) 
H04M1/0287 (EP,US) 
H04M1/24 (EP) 
H04M1/24 (US)";"2013-02-21";"2013-02-21";"047713365";
"332";"ELECTRONIC CONSIGNMENT NOTE MANAGEMENT SYSTEM FOR MARINE PLASTIC DEBRIS BASED ON BLOCKCHAIN TECHNOLOGY";"CHEN GUANGHUI [CN] 
CHEN YAHONG [CN] 
ZHOU YIFAN [CN] 
HE WEI [CN] 
FANG MIN [CN]";"ZHEJIANG LANJING TECH CO LTD [CN]";"US12229733B2 
US2024320634A1";"2023-03-24";"G06Q10/30 
G06Q50/40";"G06F17/00 (EP) 
G06Q10/30 (EP,US) 
G06Q30/018 (EP) 
G06Q50/26 (EP) 
G06Q50/40 (EP,US) 
Y02W90/00 (EP)";"2024-09-26 
2025-02-18";"2023-04-21";"085993895";
"333";"Quality detection method, device and equipment for anti-recycling chip and storage medium";"WANG LEI";"SHENZHEN SANJINTONG TECH CO LTD";"CN121681294A";"2025-11-20";"G06F11/34";"";"2026-03-17";"2026-03-17";"099033633";
"334";"PLASTIC TRAY FOR FRESH AND COOKED PRODUCTS (Machine-translation by Google Translate, not legally binding)";"HIGÓN MIRANDA JORGE [ES]";"CORPORACION ALIMENTARIA GUISSONA S A [ES]";"ES1311697U 
ES1311697Y";"2023-06-21";"B65D1/34 
B65D1/40 
B65D25/14";"";"2024-11-18 
2025-02-12";"2024-11-18";"093460932";
"335";"Black plastic identification method and system based on double-layer fuzzy region modeling";"ZHANG CONGCONG 
FU ZUNWEI";"UNIV LINYI";"CN120873951A";"2025-07-11";"G01N21/25 
G06F18/2131 
G06F18/23213 
G06F18/2337 
G06F18/25 
G06N3/0455 
G06N3/0495 
G06N5/048";"G01N21/25 (CN) 
G06F18/2131 (CN) 
G06F18/23213 (CN) 
G06F18/2337 (CN) 
G06F18/254 (CN) 
G06N3/0455 (CN) 
G06N3/0495 (CN) 
G06N5/048 (CN)";"2025-10-31";"2025-10-31";"097455415";
"336";"METHOD FOR IDENTIFYING A SUBSTANCE OR OBJECT USING A PLURALITY OF EXCITATION VECTORS";"LAMBERT CLAUDE [FR] 
HACHIN JEAN-MICHEL [FR]";"";"US2010089804A1";"2002-10-29";"B07C5/00 
G01J3/42 
G01T1/20";"G07D7/0043 (EP,US) 
G07D7/1205 (EP,US)";"2010-04-15";"2010-04-15";"042097906";
"337";"Mulching film picking quality online prediction and parameter optimization method fused with depth camera";"GOU HAIXIAO 
WEN HAOJUN 
CHEN XUEGENG 
YAN LIMIN 
ZHAO YAN";"UNIV SHIHEZI";"CN121857573A";"2026-01-08";"A01B43/00 
G05B19/418 
G06N3/0455 
G06N3/0464 
G06V10/26 
G06V10/764 
G06V10/82 
G06V20/64 
G06V20/70";"A01B43/00 (CN) 
G05B19/41875 (CN) 
G06N3/0455 (CN) 
G06N3/0464 (CN) 
G06V10/26 (CN) 
G06V10/764 (CN) 
G06V10/82 (CN) 
G06V20/64 (CN) 
G06V20/70 (CN) 
G05B2219/32368 (CN)";"2026-04-14";"2026-04-14";"099376181";
"338";"PROCÉDÉ D'APPROVISIONNEMENT, CONTAINER D'APPROVISIONNEMENT ET SYSTÈME DE GESTION ASSOCIÉS";"SUBREVILLE PATRICK [FR] 
FAMERY JOËL [FR] 
GUERRINI OLIVIER [FR] 
MAVOUNGOU CORINNE [FR] 
LEROY NATHALIE [FR]";"ENGIE [FR]";"EP3289287A1 
EP3289287B1";"2015-04-29";"F23G7/10 
F23K3/02";"F23G7/10 (EP) 
F23K3/02 (EP) 
F23G2205/14 (EP) 
F23G2209/26 (EP) 
F23G2900/50206 (EP) 
F23K2203/201 (EP) 
Y02E20/12 (EP)";"2018-03-07 
2022-07-27";"2016-11-03";"053524836";
"339";"Recycled component polypropylene";"DEBRUYNE BRUCE ROGER 
BETTING DARRYL 
SLEVINSKY DAVID EUGENE 
WU XIANCHUN 
TRAPP WILLIAM LEWIS";"EASTMAN CHEM CO";"CN115397903A";"2020-04-13";"C08F10/06 
C08F2/02 
C08F2/34 
C08J11/10 
C08J11/12 
C08L23/10";"C07C4/22 (EP) 
C08F10/06 (EP,KR,US) 
C08F2/01 (KR) 
C08F2/02 (KR) 
C08F2/34 (KR,US) 
C08J11/10 (EP,KR) 
C08J11/12 (US) 
C08J2323/10 (EP,US) 
C08L2207/20 (KR) 
C08L2314/02 (KR) 
Y02W30/62 (EP,KR) 
C07C4/22, C07C11/06, INV (EP)       
C08F10/06, C08F2/01, INV (EP)      ";"2022-11-25";"2021-10-21";"078085202";
"340";"Full-automatic intelligent renewable resource collection and storage machine";"CHU ZHONGHENG";"CHU ZHONGHENG";"CN117485764A";"2023-08-28";"B65F1/00 
B65F1/14";"B65F1/0053 (CN) 
B65F1/14 (CN) 
B65F2210/138 (CN) 
B65F2210/176 (CN) 
B65F2210/178 (CN) 
B65F2210/184 (CN) 
Y02W30/10 (EP)";"2024-02-02";"2024-02-02";"089683611";
"341";"Observation and judgment device and method for automatic hot upsetting test system";"CHEN YONG 
SONG XIAOYONG 
WAN CHUNHUA 
LIU ZHIJUN 
LI YIXUAN";"MAANSHAN IRON & STEEL CO LTD";"CN120778725A";"2025-07-23";"G01N21/01 
G01N21/13 
G01N21/15 
G01N21/84 
G01N3/06";"G01N21/01 (CN) 
G01N21/13 (CN) 
G01N21/15 (CN) 
G01N21/84 (CN) 
G01N3/06 (CN) 
G01N2021/0112 (CN) 
G01N2021/152 (CN)";"2025-10-14";"2025-10-14";"097287220";
"342";"Full-automatic intelligent sampling and sampling system for in-situ mass spectrometer";"CHANG ZHIJUN 
LIN BINGCAN 
CHEN QIZHEN 
FENG HUI 
LIAO JUNHAI 
XU YISHI";"MINDU INNOVATION LAB";"CN116699159A";"2023-04-28";"G01N1/02 
G01N27/62 
G01N35/00 
G01N35/02 
G01N35/10";"G01N1/02 (CN) 
G01N27/62 (CN) 
G01N35/00732 (CN) 
G01N35/0099 (CN) 
G01N35/025 (CN) 
G01N35/10 (CN) 
G01N2001/028 (CN) 
G01N2035/00752 (CN) 
Y02E30/30 (EP)";"2023-09-05";"2023-09-05";"087830160";
"343";"Garbage tracing method and device based on artificial intelligence, terminal equipment and medium";"LIU RONGRONG";"SAFETY INTERNATIONAL SMART CITY SCIENCE AND TECH CO LTD";"CN114511433A";"2022-02-16";"G06K9/62 
G06N3/04 
G06N3/08 
G06Q50/26 
G06V10/44 
G06V10/764 
G06V10/82 
G06V20/10";"G06F18/241 (CN) 
G06N3/045 (CN) 
G06N3/08 (CN) 
G06Q50/26 (CN) 
Y02W90/00 (EP)";"2022-05-17";"2022-05-17";"081551797";
"344";"Secondary Market And Vending System For Devices";"BOWLES MARK VINCENT [US] 
LIBRIZZI MICHAEL [US]";"ECOATM INC [US] 
ECOATM LLC [US]";"US10032140B2 
US2013275314A1";"2008-10-02";"G06Q10/00 
G06Q30/02 
G06Q30/06 
G07F7/06";"G06Q10/30 (EP,US) 
G06Q30/0237 (EP,US) 
G06Q30/0278 (EP,US) 
G06Q30/0601 (EP,US) 
G07F7/06 (EP,US) 
Y02W30/82 (US) 
Y02W90/00 (EP)";"2013-10-17 
2018-07-24";"2010-04-08";"042073930";
"345";"Medical waste treatment system";"LIN ZHONGXUAN";"BEIJING DABAISHA ENVIRONMENTAL PROTECTION TECH CO LTD";"CN114850197A";"2022-01-14";"A61L11/00 
B09B3/35 
B09B5/00 
B09B101/65";"A61L11/00 (CN) 
B09B5/00 (CN) 
Y02W90/00 (EP)";"2022-08-05";"2022-08-05";"082627569";
"346";"Wood and plastic tray in which electronic tags can be embedded";"LI TAO 
ZHANG ZHIYONG 
QIN YING 
PENG ZHIGUANG 
TIAN HUATING";"YUNNAN KSEC DIGITAL TECHNOLOGY CO LTD";"CN203793855U";"2013-12-31";"B65D19/26 
B65D19/38 
B65D19/40";"";"2014-08-27";"2014-08-27";"051376095";
"347";"Identification code-containing device and device system and method for recycling identification code-containing device";"LIU DONGSHENG";"BEIJING LIANBODA TECH CO LTD";"CN110135540A";"2019-05-03";"B65D77/24 
G06K17/00 
G06Q50/26";"B65D77/24 (CN) 
G06K17/0022 (CN) 
G06Q50/26 (CN)";"2019-08-16";"2019-08-16";"067572448";
"348";"Anti-counterfeiting ring with display screen";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI";"XIAN BAOLAITE PHOTOELECTRIC TECH CO LTD";"CN213893634U";"2020-10-30";"B65D51/24 
B65D55/02";"Y02W30/80 (EP)";"2021-08-06";"2021-08-06";"077115671";
"349";"FIBRE DE POLYESTER CRISTALLIN LIQUIDE ET STRUCTURE FIBREUSE";"IKEHATA KEIICHI [JP] 
TSUJIMOTO TAKUYA [JP] 
HAYASHI YOSHIYUKI [JP] 
NONAKA YOSHIMI [JP] 
YAGATA TAICHI [JP]";"KURARAY CO [JP]";"WO2026004302A1";"2024-06-27";"D01F6/62 
D01F6/84";"D01F6/62 (EP) 
D01F6/84 (EP)";"2026-01-02";"2026-01-02";"098221384";
"350";"Sample sampling tube containing scraping needle and application method thereof";"CHANG ZHIJUN 
LIN BINGCAN 
WANG JUN 
CHEN QIZHEN 
LIAO JUNHAI";"MINDU INNOVATION LAB";"CN117871885A";"2023-12-19";"G01N27/62 
G01N35/10";"G01N27/62 (CN) 
G01N35/10 (CN) 
G01N2035/1048 (CN) 
G01N35/1095 (CN)";"2024-04-12";"2024-04-12";"090587541";
"351";"Environmental properties of plastic additives";"GRUMBRECHT BJU RN 
KLOSTERHALFEN STEFAN T 
ANDERLOHR CHRISTOPHER ALEC 
KRUGER CHRISTIAN 
BINDER MICHAEL 
ALBA PEREZ AURELIO 
WENZL KLAUS 
REED MARK 
LOISEL KAREN 
DOWLING ZACHARY T 
BARTH NICOLE 
PISTILLO ANTHONY";"BASF SE";"CN118435221A";"2022-10-14";"G06Q10/0833 
G06Q10/10 
G06Q10/30 
G06Q50/04 
H04L9/00 
H04L9/40";"";"2024-08-02";"2024-08-02";"092335374";
"352";"Pull buckle with display screen";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI";"XIAN BAOLAITE PHOTOELECTRIC TECH CO LTD";"CN213458721U";"2020-10-30";"G09F3/20 
G09F9/00";"";"2021-06-15";"2021-06-15";"076297119";
"353";"RECYCLED CONTENT PARAXYLENE AND RELATED CHEMICAL COMPOUNDS FROM WASTE PLASTIC";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260035624A1";"2022-08-03";"C07C51/255 
C07C51/36 
C07C63/26 
C10G55/04";"C07C51/255 (US) 
C07C51/265 (EP,KR) 
C07C51/36 (US) 
C07C51/43 (EP,KR) 
C07C63/26 (KR,US) 
C07C7/04 (EP) 
C08G63/183 (EP,KR) 
C08J11/12 (EP,KR) 
C10G1/002 (EP,KR) 
C10G1/10 (EP,KR) 
C10G55/04 (US) 
C10G9/36 (EP,KR) 
C08J2367/02 (EP,KR) 
C10G2300/1003 (US) 
C10G2400/30 (US) 
C07C51/265, C07C63/26, INV (EP)       
C07C51/43, C07C63/26, INV (EP)       
C07C7/04, C07C11/08, INV (EP)      ";"2026-02-05";"2024-02-08";"089849767";
"354";"Automatic peeling equipment for plastic pipes";"WANG BAICHAO 
WU XIAOMING 
FAN JIN 
WANG MIN 
PU JINCAI";"CHONGQING WEIXING NEW BUILDING MAT CO LTD";"CN120396016A";"2025-06-23";"B26D1/00 
B26D1/02 
B26D5/28 
B26D7/06 
B26D7/26 
B26D7/27 
B41J2/01 
B41J3/407";"B26D1/0006 (CN) 
B26D1/02 (CN) 
B26D5/28 (CN) 
B26D7/0625 (CN) 
B26D7/2628 (CN) 
B26D7/27 (CN) 
B41J2/01 (CN) 
B41J3/40733 (CN) 
B26D2001/006 (CN)";"2025-08-01";"2025-08-01";"096526888";
"355";"Intelligent garbage classification transportation control method, system and equipment";"WANG RUYI 
CAI ZHI 
CHAO YUTAO 
ZENG CHUANSHUN 
LI ANG 
LI YUMING 
ZHANG HUAIGUI 
LI ANGZHE 
CHEN JIEHUA";"GUANGZHOU INST TECH";"CN120296086A";"2025-02-28";"G06F16/27 
G06F18/213 
G06F18/25 
G06K17/00 
G06N3/0464 
G06V10/764 
G06V10/82";"G06F16/27 (CN) 
G06F18/213 (CN) 
G06F18/253 (CN) 
G06K17/00 (CN) 
G06N3/0464 (CN) 
G06V10/764 (CN) 
G06V10/82 (CN)";"2025-07-11";"2025-07-11";"096266175";
"356";"PROCÉDÉ DE RECYCLAGE DE BOUE AQUEUSE ET/OU DE DÉCHETS AQUEUX";"YIN WUJI [CN]";"YIN WUJI [CN]";"WO2015010406A1";"2013-07-25";"C02F11/00 
C04B7/24 
C04B7/38 
C10L9/10";"C02F11/008 (EP,US) 
C04B7/24 (EP,US) 
C04B7/38 (EP,US) 
C10L1/326 (EP,US) 
C10L5/00 (EP,US) 
C10L5/366 (EP,US) 
C10L9/08 (EP,US) 
C10L9/10 (EP,US) 
C10L2290/24 (EP,US) 
C10L2290/28 (EP,US) 
C10L5/04 (EP,US) 
C10L5/42 (EP,US) 
C10L5/445 (EP,US) 
C10L5/46 (EP,US) 
Y02P40/10 (EP,US)";"2015-01-29";"2015-01-29";"052392658";
"357";"Rotary anti-counterfeiting bottle cap with display screen assembly";"ZHANG HONGWEI 
ZHAO SHAOHUA 
ZHAO WEI";"XIAN POLYMER LIGHT TECH CORP";"CN211767514U";"2019-12-13";"B65D49/12 
G09F9/00";"Y02W30/80 (EP)";"2020-10-27";"2020-10-27";"072981370";
"358";"Recycled article chaining method and system based on blockchain and Internet of Things equipment";"LIU XUESONG";"BEIJING BOTTLOOP CULTURE COMMUNICATION CO LTD";"CN112261123A 
CN112261123B";"2020-10-20";"H04L29/06 
H04L29/08 
H04L9/32 
H04L67/10 
H04L9/40";"H04L63/0428 (CN) 
H04L63/0442 (CN) 
H04L63/083 (CN) 
H04L63/0876 (CN) 
H04L67/10 (CN) 
H04L9/3247 (CN) 
H04L9/50 (CN)";"2021-01-22 
2023-12-19";"2021-01-22";"074245020";
"359";"PROCÉDÉ DE FABRICATION DE MATIÈRES PREMIÈRES POUR LA PRODUCTION DE CHAUSSURES, LES MATIÈRES PREMIÈRES ÉTANT DÉRIVÉES DE LOTS DE CHAUSSURES RECYCLÉES, APPAREIL POUR LA MISE EN ŒUVRE DU PROCÉDÉ, ET MATIÈRE PREMIÈRE POUR LA PRODUCTION DE CHAUSSURES OBTENUES SELON LE PROCÉDÉ";"HEILIG MARIEKE [NL] 
PORMES DANNY [NL]";"FASTFEETGRINDED B V [NL]";"WO2026095796A2";"2024-10-31";"B29B17/00 
B29B17/02 
C10B53/07 
B29L31/50";"B29B17/0026 (EP) 
B29B17/02 (EP) 
C10B53/07 (EP) 
B29L2031/50 (EP) 
Y02W30/62 (EP)";"2026-05-07";"2026-05-07";"098058948";
"360";"RECYCLED CONTENT PARAXYLENE FROM WASTE PLASTIC";"COLLINS NICK ALLEN [US] 
BITTING DARYL [US] 
POLASEK MICHAEL GARY [US] 
WU XIANCHUN [US] 
SLIVENSKY DAVID EUGENE [US]";"EASTMAN CHEM CO [US]";"US20260042968A1";"2022-08-03";"C10G69/06";"C07C7/04 (EP) 
C10G1/002 (EP) 
C10G1/10 (EP) 
C10G51/023 (EP) 
C10G51/04 (EP) 
C10G69/06 (EP,US) 
C10B53/07 (EP) 
C10G2300/1003 (EP,US) 
C10G2300/205 (US) 
C10G2300/207 (US) 
C10G2300/4006 (US) 
C10G2300/4012 (US) 
C10G2300/807 (US) 
C10G2400/02 (US) 
C10G2400/20 (EP) 
C10G2400/30 (US) 
C07C7/04, C07C15/02, INV (EP)       
C07C7/04, C07C15/06, INV (EP)       
C07C7/04, C07C15/08, INV (EP)      ";"2026-02-12";"2024-02-08";"089849785";
